4186249	 1	Searching and capturing a character using regular expressions Python Searching and capturing a character using regular expressions Python
 54312	 0	 
 7956164	 0	 
 39424767	 0	android studio emulator: WARNING: Increasing RAM size to 1024MB android studio emulator: WARNING: Increasing RAM size to 1024MB
 3289313	 0	 
 10314039	 0	 
 26203268	 0	Is there a maximum limit to listview or gridview? Is there a maximum limit to listview or gridview?
 8978532	 0	NSView subclass over another NSView subclass? NSView subclass over another NSView subclass?
 21300539	 0	 
 1133967	 0	 
 3532484	 0	 
 38851957	 0	 
 34941141	 0	 
 8991182	 0	Difference between different datasources Difference between different datasources
 26237094	 0	 
 16189144	 0	OleDbCommand and Unicode Char OleDbCommand and Unicode Char
 30134561	 0	 
 13616399	 0	 
 29714091	 0	how to save and restore an object into a file in matlab? how to save and restore an object into a file in matlab?
 32709481	 0	UIViewController no longer has members topViewController or viewControllers in XCode 7 UIViewController no longer has members topViewController or viewControllers in XCode 7
 33894262	 0	 
 25989684	 0	How to bind an alert message with the controller? How to bind an alert message with the controller?
 4841203	 0	how to create a pam module? how to create a pam module?
 11651167	 0	Connection R to Cassandra using RCassandra Connection R to Cassandra using RCassandra
 30733824	 0	 
 25159920	 0	 
 34436956	 0	 
 11137452	 0	 
 20357993	 0	Creating mobile app in Symfony2 Creating mobile app in Symfony2
 17025966	 0	 
 33034681	 0	 
 20804034	 0	 
 19128203	 0	 
 39083635	 0	How to use HttpClient to connect to an API that is expecting a custom type? How to use HttpClient to connect to an API that is expecting a custom type?
 27805043	 0	 
 16327293	 0	 
 14158927	 0	 
 2230111	 0	What to not include in Git repository? What to not include in Git repository?
 7523215	 0	Serializing Tree into nested list using python Serializing Tree into nested list using python
 2388141	 0	 
 1437503	 0	 
 38863200	 0	 
 13745347	 0	Make whole <li> as link with proper HTML Make whole <li> as link with proper HTML
 12513218	 0	 
 33195084	 0	 
 1221935	 0	 
 22237682	 0	 
 40292211	 0	 
 40545851	 0	jQuery - Search on text entry - delay until full term entered jQuery - Search on text entry - delay until full term entered
 40684641	 0	 
 1953654	 0	 
 34063937	 0	 
 3379561	 0	Integrate an E-Mail server into ASP.NET Integrate an E-Mail server into ASP.NET
 3622549	 0	Idiomatic way to write .NET interop function Idiomatic way to write .NET interop function
 31186164	 0	 
 6267788	 0	Making pre- and post-build event scripts pretty? Making pre- and post-build event scripts pretty?
 37776272	 0	Why invariant generic type parameterized with subclass of upper bounds fails to conform? Why invariant generic type parameterized with subclass of upper bounds fails to conform?
 30061259	 0	 
 15818792	 0	 
 34633552	 0	 
 20531709	 0	 
 14141611	 0	 
 2777887	 0	What's wrong with my logic (Java syntax) What's wrong with my logic (Java syntax)
 19610950	 0	 
 2430673	 0	 
 21383203	 0	 
 30421058	 0	How to tell Faraday to preserve hashbang in site URL? How to tell Faraday to preserve hashbang in site URL?
 38844857	 0	 
 25184942	 0	 
 14994030	 0	 
 17439523	 0	 
 36843211	 0	 
 40985875	 0	Getters, Setters and Constructors in Java - Making a car and stocking it Getters, Setters and Constructors in Java - Making a car and stocking it
 13319747	 0	How can i increment the counter? How can i increment the counter?
 29693526	 0	Are there any Java APIs for for planning or say creating time table Are there any Java APIs for for planning or say creating time table
 40956699	 0	Hide attributes out of stock on product page PRESTASHOP 1.6 Hide attributes out of stock on product page PRESTASHOP 1.6
 12194433	 0	Comparing variables inside a /F loop (BATCH) Comparing variables inside a /F loop (BATCH)
 9960073	 0	 
 16530501	 0	 
 39331307	 0	 
 29054976	 0	Download in .zip file works with website image but not image from Amazon S3 with signed Url Download in .zip file works with website image but not image from Amazon S3 with signed Url
 17276299	 0	 
 26690852	 0	Is it possible to insert an icon in the arc of a donut chart with D3? Is it possible to insert an icon in the arc of a donut chart with D3?
 9152166	 0	 
 19205962	 0	 
 3263295	 0	 
 6649409	 0	 
 27848102	 0	 
 16225047	 0	How to check if button is clicked while text input has focus using jQuery How to check if button is clicked while text input has focus using jQuery
 6348833	 0	how to improve the quality of resultant video when merging audio-video with ffmpeg? how to improve the quality of resultant video when merging audio-video with ffmpeg?
 35398599	 0	 
 7741032	 0	 
 32212331	 0	LINQ query with many tables, left outer joins, and where clause LINQ query with many tables, left outer joins, and where clause
 40045543	 0	Rearrange and save images in gallery using jQuery,php,MySQL Rearrange and save images in gallery using jQuery,php,MySQL
 9659476	 0	 
 20977271	 0	 
 2778629	 0	TLS/SRP in browsers? TLS/SRP in browsers?
 32576059	 0	 
 22163107	 0	 
 6917637	 0	PHP Error only present in Internet Explorer PHP Error only present in Internet Explorer
 4437653	 0	 
 34595020	 0	Symfony 2: How to dynamically adjust configuration parameters Symfony 2: How to dynamically adjust configuration parameters
 22110067	 0	 
 207981	 1	How to enable MySQL client auto re-connect with MySQLdb? How to enable MySQL client auto re-connect with MySQLdb?
 18674145	 0	Clear upper bytes of __m128i Clear upper bytes of __m128i
 2077746	 0	 
 27319280	 0	 
 8195546	 0	Applying jQuery Fade in or Scroll Effect to Facebook Like Newsfeed Applying jQuery Fade in or Scroll Effect to Facebook Like Newsfeed
 28601530	 0	 
 7387938	 0	Modifying an existing MVVM infrastructure by adding View State feature Modifying an existing MVVM infrastructure by adding View State feature
 20622260	 0	Format of datasource view Format of datasource view
 14492518	 0	CSS padding issue for vertically centered text CSS padding issue for vertically centered text
 35014427	 0	 
 37717699	 0	azure-cli login getting "self signed certificate in certificate chain" azure-cli login getting "self signed certificate in certificate chain"
 19040334	 0	 
 2974184	 0	 
 14304535	 0	Display a table in a foreach loop with database values Display a table in a foreach loop with database values
 12446067	 0	 
 3663001	 0	 
 22267605	 0	 
 13186425	 0	 
